Sub,Vehicle,task,Mental,Physical,Hurried,Successful,Work,Insecure,Intuitive,Complex
507,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,8,8,6,10,11,10,15,7
507,058b 2018 Mazda CX-5 Grand.Touring,Single,5,5,5,16,6,6,8,4
507,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,11,8,9,15,11,6,7,6
507,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,7,7,8,12,8,12,14,12
508,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,10,10,10,13,11,7,18,16
508,058b 2018 Mazda CX-5 Grand.Touring,CD_V,12,10,10,12,12,10,15,10
508,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,15,10,12,7,10,9,8,9
508,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,19,13,15,6,8,19,5,6
508,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,7,10,10,16,11,10,13,11
508,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,16,7,10,8,14,16,7,9
508,058b 2018 Mazda CX-5 Grand.Touring,nBack,21,6,6,3,14,20,18,18
508,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,6,8,5,19,10,4,18,6
508,058b 2018 Mazda CX-5 Grand.Touring,SuRT,13,15,14,15,14,10,14,14
508,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,12,13,14,5,14,18,6,10
508,058b 2018 Mazda CX-5 Grand.Touring,Single,5,5,5,18,16,1,17,3
503,058b 2018 Mazda CX-5 Grand.Touring,CD_V,6,6,4,15,4,5,18,3
503,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,21,21,17,4,18,17,6,19
503,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,4,4,5,19,5,3,19,4
503,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,9,10,11,10,10,11,10,8
503,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,5,4,6,4,6,5,3,8
503,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,5,5,4,18,12,3,4,4
503,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,10,4,9,9,10,5,5,12
503,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,7,4,4,13,7,3,15,4
503,058b 2018 Mazda CX-5 Grand.Touring,nBack,5,3,4,17,4,5,18,1
503,058b 2018 Mazda CX-5 Grand.Touring,Single,2,2,2,19,2,2,3,3
503,058b 2018 Mazda CX-5 Grand.Touring,SuRT,4,10,2,3,4,4,9,5
509,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,18,5,6,7,18,17,16,17
509,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,17,7,7,7,8,16,9,16
509,058b 2018 Mazda CX-5 Grand.Touring,CD_V,7,7,5,15,10,10,13,10
509,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,5,3,4,15,10,5,17,5
509,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,7,8,10,16,10,5,10,5
509,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,15,6,6,5,12,10,10,10
509,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,10,5,10,5,10,6,6,14
509,058b 2018 Mazda CX-5 Grand.Touring,Single,4,4,3,4,6,5,4,4
509,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,8,6,8,6,8,7,7,8
509,058b 2018 Mazda CX-5 Grand.Touring,SuRT,15,13,16,9,15,7,10,12
509,058b 2018 Mazda CX-5 Grand.Touring,nBack,19,5,5,3,15,10,20,19
510,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,10,1,5,10,10,5,10,10
510,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,5,1,5,15,5,5,15,1
510,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,5,1,5,10,15,15,15,15
510,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,5,1,10,5,10,5,15,5
510,058b 2018 Mazda CX-5 Grand.Touring,CD_V,1,1,1,18,1,1,18,1
510,058b 2018 Mazda CX-5 Grand.Touring,Single,1,1,1,19,1,1,21,1
510,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,1,1,5,15,5,1,19,1
510,058b 2018 Mazda CX-5 Grand.Touring,SuRT,1,1,1,20,1,1,21,1
510,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,15,1,10,1,21,10,1,21
510,058b 2018 Mazda CX-5 Grand.Touring,nBack,10,1,15,5,15,10,10,12
510,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,1,1,1,5,1,1,21,1
506,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,16,3,7,13,15,14,16,12
506,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,5,6,5,4,8,7,8,6
506,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,9,6,14,9,8,11,14,9
506,058b 2018 Mazda CX-5 Grand.Touring,Single,3,1,2,19,4,2,17,6
506,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,16,7,5,14,13,7,8,14
506,058b 2018 Mazda CX-5 Grand.Touring,SuRT,12,5,17,12,14,7,15,9
506,058b 2018 Mazda CX-5 Grand.Touring,CD_V,3,2,4,19,4,2,19,4
506,058b 2018 Mazda CX-5 Grand.Touring,nBack,20,3,19,2,19,18,4,16
506,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,10,3,4,10,13,8,15,8
506,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,16,7,5,8,13,14,13,11
506,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,5,4,9,15,7,6,15,7
521,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,15,3,5,2,16,14,3,12
521,058b 2018 Mazda CX-5 Grand.Touring,Single,5,1,3,8,5,2,1,4
521,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,11,8,6,11,8,10,6,8
521,058b 2018 Mazda CX-5 Grand.Touring,SuRT,18,13,6,10,10,7,3,12
521,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,3,1,4,11,7,6,5,6
521,058b 2018 Mazda CX-5 Grand.Touring,nBack,19,1,6,1,16,4,3,21
521,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,19,1,6,12,16,14,3,18
521,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,19,9,9,2,17,18,5,17
521,058b 2018 Mazda CX-5 Grand.Touring,CD_V,7,2,7,2,5,4,18,3
521,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,13,1,11,4,17,15,6,14
521,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,10,14,9,12,16,10,6,18
523,058b 2018 Mazda CX-5 Grand.Touring,SuRT,12,3,2,4,12,9,7,11
523,058b 2018 Mazda CX-5 Grand.Touring,nBack,21,7,14,1,21,21,1,21
523,058b 2018 Mazda CX-5 Grand.Touring,Single,5,2,8,18,8,5,21,3
523,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,19,4,6,10,12,5,8,14
523,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,19,3,15,1,21,21,1,21
523,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,12,4,8,10,14,10,9,10
523,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,3,1,3,14,9,2,16,5
523,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,3,1,2,16,10,3,18,5
523,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,2,1,2,19,6,2,18,4
523,058b 2018 Mazda CX-5 Grand.Touring,CD_V,1,1,1,20,3,1,21,2
523,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,12,5,3,16,10,1,11,7
520,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,12,8,11,18,19,18,3,17
520,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,15,5,11,17,15,13,7,10
520,058b 2018 Mazda CX-5 Grand.Touring,nBack,14,2,12,17,15,14,16,14
520,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,15,12,13,20,15,15,11,14
520,058b 2018 Mazda CX-5 Grand.Touring,SuRT,6,14,7,21,14,12,21,1
520,058b 2018 Mazda CX-5 Grand.Touring,CD_V,2,1,4,21,5,4,17,2
520,058b 2018 Mazda CX-5 Grand.Touring,Single,2,2,3,17,14,10,8,8
520,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,19,8,16,21,19,18,5,18
520,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,8,1,5,21,15,14,12,14
520,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,10,1,3,21,10,7,12,11
520,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,6,1,5,21,6,4,17,3
528,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,18,15,18,7,18,18,15,16
528,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,10,10,10,18,10,6,18,4
528,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,15,7,14,15,15,9,17,7
528,058b 2018 Mazda CX-5 Grand.Touring,CD_V,5,4,6,18,6,4,18,3
528,058b 2018 Mazda CX-5 Grand.Touring,nBack,17,4,16,10,18,14,16,16
528,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,17,4,15,7,16,15,12,13
528,058b 2018 Mazda CX-5 Grand.Touring,SuRT,6,19,15,11,20,11,19,17
528,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,15,5,16,15,15,10,14,13
528,058b 2018 Mazda CX-5 Grand.Touring,Single,17,10,15,15,18,15,20,5
528,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,16,5,15,17,16,7,16,5
528,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,16,4,18,10,16,12,15,8
525,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,17,1,14,10,21,17,10,10
525,058b 2018 Mazda CX-5 Grand.Touring,CD_V,10,3,5,12,13,7,10,6
525,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,21,6,17,6,21,21,3,19
525,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,7,3,7,10,10,17,10,5
525,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,3,3,2,17,10,5,17,3
525,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,5,3,6,10,5,6,10,9
525,058b 2018 Mazda CX-5 Grand.Touring,nBack,21,3,15,2,21,21,11,21
525,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,2,2,2,19,3,2,18,2
525,058b 2018 Mazda CX-5 Grand.Touring,SuRT,4,3,5,18,5,2,17,4
525,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,15,11,9,8,15,16,9,11
525,058b 2018 Mazda CX-5 Grand.Touring,Single,10,5,10,10,10,10,10,10
524,058b 2018 Mazda CX-5 Grand.Touring,CD_V,16,8,14,9,18,13,14,10
524,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,18,4,13,10,18,13,12,10
524,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,13,3,6,19,18,10,18,6
524,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,11,7,9,10,10,10,10,10
524,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,5,6,8,17,5,5,19,7
524,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,4,3,4,20,3,4,20,3
524,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,9,5,10,11,16,11,13,10
524,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,6,4,6,16,9,14,13,10
524,058b 2018 Mazda CX-5 Grand.Touring,nBack,19,7,12,10,21,7,10,11
524,058b 2018 Mazda CX-5 Grand.Touring,Single,2,2,3,17,6,3,19,3
524,058b 2018 Mazda CX-5 Grand.Touring,SuRT,21,5,19,7,21,13,12,21
532,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,21,1,20,4,20,20,10,20
532,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,18,1,10,4,20,20,20,10
532,058b 2018 Mazda CX-5 Grand.Touring,CD_V,12,1,6,14,10,5,18,8
532,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,10,1,8,14,8,6,20,8
532,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,10,1,12,10,14,18,12,14
532,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,10,1,6,15,12,12,12,12
532,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,10,1,6,10,15,16,12,8
532,058b 2018 Mazda CX-5 Grand.Touring,Single,5,1,5,15,8,5,15,5
532,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,14,1,7,14,14,14,15,10
532,058b 2018 Mazda CX-5 Grand.Touring,SuRT,15,1,6,16,12,10,14,8
532,058b 2018 Mazda CX-5 Grand.Touring,nBack,20,1,8,12,18,19,10,16
512,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,18,3,15,3,19,19,5,15
512,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,14,3,13,17,17,8,15,5
512,058b 2018 Mazda CX-5 Grand.Touring,CD_V,13,3,6,20,17,10,17,4
512,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,8,3,9,19,12,18,15,6
512,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,16,3,15,15,15,12,10,10
512,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,19,3,13,7,14,16,6,18
512,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,16,3,13,11,16,15,13,10
512,058b 2018 Mazda CX-5 Grand.Touring,Single,16,3,10,17,14,6,17,5
512,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,18,3,16,15,17,16,14,15
512,058b 2018 Mazda CX-5 Grand.Touring,SuRT,20,4,16,19,19,8,19,3
512,058b 2018 Mazda CX-5 Grand.Touring,nBack,21,3,19,5,20,20,4,17
519,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,21,5,21,11,9,2,4,15
519,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,6,1,4,21,1,1,15,15
519,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,19,19,20,21,20,13,10,16
519,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,20,19,21,12,21,20,13,13
519,058b 2018 Mazda CX-5 Grand.Touring,CD_V,2,2,8,21,1,2,21,15
519,058b 2018 Mazda CX-5 Grand.Touring,Single,3,1,1,20,1,1,21,1
519,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,7,16,1,20,12,12,17,10
519,058b 2018 Mazda CX-5 Grand.Touring,SuRT,21,10,16,9,21,15,1,21
519,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,21,21,21,2,21,21,1,21
519,058b 2018 Mazda CX-5 Grand.Touring,nBack,20,8,20,9,4,6,2,18
519,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,15,13,15,10,15,10,5,18
534,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,11,1,5,14,15,11,17,1
534,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,21,1,6,1,21,17,5,17
534,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,1,1,1,16,7,6,19,3
534,058b 2018 Mazda CX-5 Grand.Touring,Single,10,7,6,11,6,8,15,6
534,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,16,17,14,3,17,17,6,16
534,058b 2018 Mazda CX-5 Grand.Touring,SuRT,4,4,4,17,8,9,21,2
534,058b 2018 Mazda CX-5 Grand.Touring,CD_V,2,2,1,16,7,4,18,3
534,058b 2018 Mazda CX-5 Grand.Touring,nBack,21,1,10,4,21,14,11,15
534,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,9,10,10,14,14,10,16,3
534,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,11,6,7,15,14,11,18,1
534,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,1,1,1,20,6,3,19,2
526,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,19,3,10,2,7,19,5,16
526,058b 2018 Mazda CX-5 Grand.Touring,Single,3,1,1,20,4,3,13,2
526,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,9,3,2,18,2,4,20,5
526,058b 2018 Mazda CX-5 Grand.Touring,SuRT,16,5,4,17,11,3,8,5
526,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,3,1,2,20,4,2,21,1
526,058b 2018 Mazda CX-5 Grand.Touring,nBack,15,1,1,17,3,10,1,12
526,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,17,4,12,11,17,9,2,15
526,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,15,2,2,12,5,12,18,12
526,058b 2018 Mazda CX-5 Grand.Touring,CD_V,5,1,1,18,1,3,19,3
526,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,10,1,1,14,3,12,14,4
526,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,10,1,1,10,2,15,18,5
511,058b 2018 Mazda CX-5 Grand.Touring,Single,7,5,6,12,4,4,10,6
511,058b 2018 Mazda CX-5 Grand.Touring,SuRT,13,4,10,5,11,10,7,14
511,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,12,4,12,10,11,10,2,19
511,058b 2018 Mazda CX-5 Grand.Touring,nBack,18,11,15,3,19,21,1,6
511,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,7,5,5,19,5,4,15,6
511,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,10,4,5,16,6,4,19,10
511,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,10,5,4,6,7,20,2,20
511,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,20,2,12,4,17,21,1,21
511,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,10,4,3,10,13,17,2,15
511,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,5,5,5,16,5,3,10,10
511,058b 2018 Mazda CX-5 Grand.Touring,CD_V,4,2,3,18,4,3,18,6
500,059b 2018 Volvo XC90 Momentum,Audio_TS,17,14,14,12,18,12,5,16
500,059b 2018 Volvo XC90 Momentum,Single,4,4,4,19,5,3,20,1
500,059b 2018 Volvo XC90 Momentum,SuRT,6,6,13,16,6,3,20,3
500,059b 2018 Volvo XC90 Momentum,SMSRS_V,7,8,5,17,6,5,18,1
500,059b 2018 Volvo XC90 Momentum,nBack,19,3,12,10,15,13,18,15
500,059b 2018 Volvo XC90 Momentum,Nav_V,11,6,15,14,15,13,10,15
500,059b 2018 Volvo XC90 Momentum,Nav_TS,21,14,14,5,21,21,2,20
500,059b 2018 Volvo XC90 Momentum,Audio_V,5,5,5,20,3,3,19,3
500,059b 2018 Volvo XC90 Momentum,CD_V,4,3,3,20,3,2,20,2
500,059b 2018 Volvo XC90 Momentum,CD_TS,3,5,4,21,4,3,20,1
510,059b 2018 Volvo XC90 Momentum,SuRT,5,1,5,18,5,1,18,1
510,059b 2018 Volvo XC90 Momentum,nBack,4,1,4,14,5,1,19,1
510,059b 2018 Volvo XC90 Momentum,Single,1,1,1,19,1,1,21,1
510,059b 2018 Volvo XC90 Momentum,Audio_TS,18,15,15,5,16,16,1,17
510,059b 2018 Volvo XC90 Momentum,SMSRS_V,1,1,1,10,5,2,20,3
510,059b 2018 Volvo XC90 Momentum,Audio_V,1,1,1,18,2,1,21,1
510,059b 2018 Volvo XC90 Momentum,Nav_V,1,1,1,12,4,1,18,3
510,059b 2018 Volvo XC90 Momentum,CD_TS,1,13,1,14,15,4,10,5
510,059b 2018 Volvo XC90 Momentum,Nav_TS,15,12,10,3,19,10,5,13
510,059b 2018 Volvo XC90 Momentum,CD_V,1,1,3,19,1,1,20,1
514,059b 2018 Volvo XC90 Momentum,nBack,16,6,6,17,6,4,12,6
514,059b 2018 Volvo XC90 Momentum,Audio_TS,17,6,10,7,18,15,8,14
514,059b 2018 Volvo XC90 Momentum,SuRT,4,5,5,18,4,4,18,4
514,059b 2018 Volvo XC90 Momentum,Audio_V,6,4,4,18,5,4,17,4
514,059b 2018 Volvo XC90 Momentum,Single,2,3,3,18,3,3,18,3
514,059b 2018 Volvo XC90 Momentum,CD_TS,3,4,6,17,13,5,16,6
514,059b 2018 Volvo XC90 Momentum,SMSRS_V,4,4,7,17,5,4,12,7
514,059b 2018 Volvo XC90 Momentum,CD_V,3,3,3,18,4,3,16,4
514,059b 2018 Volvo XC90 Momentum,Nav_V,4,6,10,16,13,7,15,10
514,059b 2018 Volvo XC90 Momentum,Nav_TS,6,5,4,15,5,8,13,15
532,057b 2018 Nissan Pathfinder SL,Single,2,1,2,18,3,3,19,2
532,057b 2018 Nissan Pathfinder SL,SuRT,7,2,2,16,14,7,18,3
532,057b 2018 Nissan Pathfinder SL,SMSRS_V,14,5,15,15,15,15,15,10
532,057b 2018 Nissan Pathfinder SL,nBack,20,2,10,10,18,18,20,20
532,057b 2018 Nissan Pathfinder SL,SMSRS_CS,12,2,8,15,10,14,18,10
532,057b 2018 Nissan Pathfinder SL,Audio_CS,19,2,12,10,18,18,10,12
532,057b 2018 Nissan Pathfinder SL,Nav_V,19,2,15,12,18,19,14,16
532,057b 2018 Nissan Pathfinder SL,Audio_V,17,2,9,16,16,18,18,16
532,057b 2018 Nissan Pathfinder SL,Nav_CS,16,2,12,14,18,16,16,15
532,057b 2018 Nissan Pathfinder SL,CD_CS,12,2,10,18,16,15,18,12
532,057b 2018 Nissan Pathfinder SL,CD_V,12,2,12,18,14,14,18,21
534,057b 2018 Nissan Pathfinder SL,SMSRS_V,8,4,4,14,10,8,17,3
534,057b 2018 Nissan Pathfinder SL,Single,4,4,3,16,4,4,19,1
534,057b 2018 Nissan Pathfinder SL,SMSRS_CS,6,10,5,12,12,4,15,4
534,057b 2018 Nissan Pathfinder SL,SuRT,20,16,15,12,15,10,19,2
534,057b 2018 Nissan Pathfinder SL,Nav_V,5,5,2,14,7,7,14,6
534,057b 2018 Nissan Pathfinder SL,nBack,19,19,15,4,21,16,5,20
534,057b 2018 Nissan Pathfinder SL,Nav_CS,12,12,5,14,5,3,16,6
534,057b 2018 Nissan Pathfinder SL,Audio_CS,18,19,8,16,16,11,16,4
534,057b 2018 Nissan Pathfinder SL,CD_V,12,7,5,15,12,5,15,4
534,057b 2018 Nissan Pathfinder SL,Audio_V,17,17,15,12,17,12,15,8
534,057b 2018 Nissan Pathfinder SL,CD_CS,8,9,6,15,8,5,14,5
513,058b 2018 Mazda CX-5 Grand.Touring,nBack,19,12,10,5,17,19,4,10
513,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,21,21,18,14,21,19,6,21
513,058b 2018 Mazda CX-5 Grand.Touring,SuRT,21,21,15,10,18,17,13,14
513,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,18,13,10,5,17,19,5,18
513,058b 2018 Mazda CX-5 Grand.Touring,Single,15,12,10,15,15,12,15,5
513,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,17,21,12,15,21,18,3,15
513,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,19,14,10,14,15,17,6,20
513,058b 2018 Mazda CX-5 Grand.Touring,CD_V,14,10,6,14,15,10,8,9
513,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,15,12,10,15,15,10,11,9
513,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,21,21,15,5,21,21,3,21
513,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,15,10,10,7,14,12,9,9
516,058b 2018 Mazda CX-5 Grand.Touring,SuRT,4,3,5,14,8,3,17,5
516,058b 2018 Mazda CX-5 Grand.Touring,nBack,16,9,10,17,17,10,15,6
516,058b 2018 Mazda CX-5 Grand.Touring,Single,5,5,4,16,4,4,5,3
516,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,13,8,13,6,13,15,11,11
516,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,6,4,7,7,14,17,5,16
516,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,4,2,12,4,19,20,4,19
516,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,3,6,6,18,8,7,16,9
516,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,7,11,11,8,15,16,12,13
516,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,4,4,8,16,15,11,13,14
516,058b 2018 Mazda CX-5 Grand.Touring,CD_V,3,4,5,18,6,8,12,11
516,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,10,7,8,12,12,12,6,7
517,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,18,9,17,17,18,11,15,18
517,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,12,6,7,11,14,14,16,11
517,058b 2018 Mazda CX-5 Grand.Touring,nBack,20,5,14,9,19,14,11,20
517,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,18,7,7,18,13,11,18,11
517,058b 2018 Mazda CX-5 Grand.Touring,SuRT,17,18,18,18,14,18,18,14
517,058b 2018 Mazda CX-5 Grand.Touring,CD_V,12,6,14,17,14,15,17,18
517,058b 2018 Mazda CX-5 Grand.Touring,Single,14,7,11,13,13,4,20,14
517,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,14,6,16,17,16,16,15,18
517,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,14,5,7,17,17,12,6,16
517,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,16,5,11,17,17,15,9,16
517,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,15,6,8,20,13,4,20,4
531,058b 2018 Mazda CX-5 Grand.Touring,Audio_V,15,5,10,10,15,3,5,15
531,058b 2018 Mazda CX-5 Grand.Touring,CD_RW,10,5,10,10,10,5,15,5
531,058b 2018 Mazda CX-5 Grand.Touring,Audio_RW,10,5,10,10,10,5,10,5
531,058b 2018 Mazda CX-5 Grand.Touring,CD_V,5,5,4,15,5,5,18,7
531,058b 2018 Mazda CX-5 Grand.Touring,nBack,10,2,10,10,10,5,15,3
531,058b 2018 Mazda CX-5 Grand.Touring,Nav_RW,6,5,5,12,10,5,8,15
531,058b 2018 Mazda CX-5 Grand.Touring,SuRT,10,4,10,5,10,5,10,1
531,058b 2018 Mazda CX-5 Grand.Touring,Nav_V,5,5,5,2,10,15,5,15
531,058b 2018 Mazda CX-5 Grand.Touring,Single,10,5,5,10,10,5,15,5
531,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_RW,4,4,10,15,4,5,15,5
531,058b 2018 Mazda CX-5 Grand.Touring,SMSRS_V,10,5,10,6,6,10,15,10
188,059a 2018 Volvo XC90 Momentum,SuRT,14,18,16,10,13,19,7,17
188,059a 2018 Volvo XC90 Momentum,nBack,21,5,14,5,18,19,3,16
188,059a 2018 Volvo XC90 Momentum,Single,3,6,4,18,4,3,18,4
188,059a 2018 Volvo XC90 Momentum,Audio_TS,16,16,17,11,16,17,1,13
188,059a 2018 Volvo XC90 Momentum,SMSRS_V,18,3,9,5,14,13,10,15
188,059a 2018 Volvo XC90 Momentum,Audio_V,5,4,10,10,14,9,15,5
188,059a 2018 Volvo XC90 Momentum,Nav_V,13,14,11,7,8,17,11,7
188,059a 2018 Volvo XC90 Momentum,CD_TS,4,17,10,18,8,10,20,5
188,059a 2018 Volvo XC90 Momentum,Nav_TS,5,12,10,19,8,5,19,8
188,059a 2018 Volvo XC90 Momentum,CD_V,6,4,11,9,8,4,20,5
215,059a 2018 Volvo XC90 Momentum,Single,3,2,6,20,6,2,21,1
215,059a 2018 Volvo XC90 Momentum,SuRT,17,3,9,18,17,4,20,2
215,059a 2018 Volvo XC90 Momentum,SMSRS_V,3,3,2,21,10,3,21,1
215,059a 2018 Volvo XC90 Momentum,nBack,19,2,14,7,17,18,21,1
215,059a 2018 Volvo XC90 Momentum,Nav_V,9,2,3,15,10,6,11,5
